customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_band,charge_band,num_services,lifetime_value,churn_label
8327-LZKAS,Female,1,1,0,43,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,107.55,4533.9,1,37–48 mo,Premium,4,4624.65,Churned
5887-IKKYO,Male,0,1,1,58,1,1,Fiber optic,0,0,1,1,0,1,Two year,0,Bank transfer (automatic),94.35,5563.65,0,49–60 mo,High,3,5472.299999999999,Retained
1075-BGWOH,Male,1,1,0,16,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.75,1587.55,1,13–24 mo,Premium,3,1580.0,Churned
1755-RMCXH,Male,0,1,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.3,40.25,0,0–12 mo,Low,0,40.6,Retained
0302-JOIVN,Female,0,1,0,8,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,101.15,842.9,1,0–12 mo,Premium,4,809.2,Churned
3858-XHYJO,Female,0,1,0,40,1,1,Fiber optic,1,0,1,0,1,1,One year,0,Bank transfer (automatic),105.75,4228.55,0,37–48 mo,Premium,4,4230.0,Retained
4299-SIMNS,Male,0,0,0,9,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,81.15,784.45,0,0–12 mo,High,1,730.35,Retained
7025-IWFHT,Male,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,0,One year,1,Electronic check,89.55,3729.75,0,37–48 mo,High,3,3671.5499999999997,Retained
6261-LHRTG,Female,0,0,0,26,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),54.75,1406.9,0,25–36 mo,Medium,2,1423.5,Retained
7841-FCRQD,Female,0,1,0,33,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),53.75,1857.3,0,25–36 mo,Medium,2,1773.75,Retained
2056-EVGZL,Male,0,1,1,68,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),105.75,7322.5,0,61–72 mo,Premium,5,7191.0,Retained
8777-MBMTS,Female,1,1,0,65,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),105.85,6725.5,0,61–72 mo,Premium,5,6880.25,Retained
7753-USQYQ,Male,0,0,0,55,1,0,DSL,0,1,0,1,0,1,One year,1,Electronic check,64.2,3627.3,0,49–60 mo,Medium,3,3531.0,Retained
5366-IJEQJ,Male,0,0,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.7,1761.45,1,13–24 mo,High,2,1774.0,Churned
7661-CPURM,Male,0,0,0,19,1,0,Fiber optic,0,0,0,1,0,1,One year,1,Credit card (automatic),87.7,1725.95,0,13–24 mo,High,2,1666.3,Retained
6233-HXJMX,Female,0,0,0,45,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),89.3,4192.15,0,37–48 mo,High,2,4018.5,Retained
5902-WBLSE,Female,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.15,1411.2,0,61–72 mo,Low,0,1410.5,Retained
1981-INRFU,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.75,164.5,1,0–12 mo,High,1,159.5,Churned
4971-PUYQO,Female,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,94.55,2724.6,1,25–36 mo,High,2,2552.85,Churned
3239-TPHPZ,Female,0,1,0,12,1,0,No,0,0,0,0,0,0,Two year,1,Electronic check,20.05,264.55,0,0–12 mo,Low,0,240.60000000000002,Retained
5115-GZDEL,Male,0,0,1,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),67.2,4671.7,0,61–72 mo,High,6,4838.400000000001,Retained
3338-CVVEH,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.55,1173.55,0,0–12 mo,High,2,1134.6,Retained
8485-GJCDN,Female,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.05,318.5,1,0–12 mo,High,0,345.25,Churned
2615-YVMYX,Male,1,1,0,71,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,107.5,7713.55,0,61–72 mo,Premium,5,7632.5,Retained
2851-STERV,Male,1,0,0,35,1,0,DSL,0,0,1,1,1,1,One year,1,Electronic check,73.0,2471.25,0,25–36 mo,High,4,2555.0,Retained
4393-GEADV,Male,0,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),114.75,7842.3,0,61–72 mo,Premium,6,8032.5,Retained
8486-AYEQH,Female,0,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,2227.8,0,25–36 mo,High,0,2357.5499999999997,Retained
1527-SXDPN,Male,0,1,1,52,1,1,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),96.25,4990.25,1,49–60 mo,Premium,3,5005.0,Churned
6029-WTIPC,Male,1,0,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.1,3744.05,1,37–48 mo,Premium,3,3740.7,Churned
8634-CILSZ,Male,0,0,0,69,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),104.7,7220.35,1,61–72 mo,Premium,4,7224.3,Churned
5419-JKZNQ,Male,1,1,0,30,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,77.9,2351.45,0,25–36 mo,High,0,2337.0,Retained
2495-KZNFB,Female,0,0,0,33,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.65,2989.6,0,25–36 mo,High,2,2991.4500000000003,Retained
1409-PHXTF,Male,1,1,0,54,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,110.45,6077.75,0,49–60 mo,Premium,5,5964.3,Retained
4560-WQAQW,Female,0,0,0,59,1,1,DSL,1,0,0,1,0,1,One year,0,Bank transfer (automatic),68.7,4070.95,0,49–60 mo,High,3,4053.3,Retained
9591-YVTEB,Male,1,0,0,55,0,0,DSL,1,1,0,0,1,0,Month-to-month,1,Electronic check,44.85,2479.05,0,49–60 mo,Medium,3,2466.75,Retained
9309-BZGNT,Male,1,1,0,69,0,0,DSL,0,0,1,0,0,0,One year,1,Credit card (automatic),29.8,2134.3,0,61–72 mo,Low,1,2056.2000000000003,Retained
4274-DRSQT,Female,0,0,0,66,1,1,Fiber optic,0,1,0,0,1,0,One year,1,Bank transfer (automatic),88.9,6000.1,0,61–72 mo,High,2,5867.400000000001,Retained
2027-DNKIV,Male,0,1,1,37,1,0,DSL,1,0,1,1,0,0,One year,1,Mailed check,58.75,2203.1,0,37–48 mo,Medium,3,2173.75,Retained
8075-GXIUB,Male,1,1,0,9,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.85,183.15,0,0–12 mo,Low,0,178.65,Retained
2885-HIJDH,Male,0,1,1,69,1,1,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),86.9,6194.1,0,61–72 mo,High,5,5996.1,Retained
5424-RLQLC,Male,0,0,0,10,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Mailed check,59.65,638.95,0,0–12 mo,Medium,2,596.5,Retained
6682-QJDGB,Male,0,0,1,40,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,55.25,2139.2,1,37–48 mo,Medium,2,2210.0,Churned
6507-DTJZV,Male,0,0,1,13,1,0,DSL,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),66.4,831.75,0,13–24 mo,High,2,863.2,Retained
8780-IXSTS,Female,0,0,0,6,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.1,521.3,1,0–12 mo,High,2,540.5999999999999,Churned
7673-BQGKU,Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.15,1337.5,0,61–72 mo,Low,0,1390.35,Retained
6723-WSNTY,Female,1,1,0,66,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),108.1,7181.95,0,61–72 mo,Premium,5,7134.599999999999,Retained
9530-EHPOH,Male,0,0,0,11,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,53.75,608.0,1,0–12 mo,Medium,1,591.25,Churned
2725-IWWBA,Male,0,1,1,46,1,0,DSL,1,0,1,1,0,0,One year,0,Mailed check,56.9,2560.1,0,37–48 mo,Medium,3,2617.4,Retained
0345-HKJVM,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.3,577.6,1,0–12 mo,High,2,535.8,Churned
1061-PNTHC,Female,0,1,1,56,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Mailed check,109.6,5953.0,0,49–60 mo,Premium,5,6137.599999999999,Retained
0394-YONDK,Male,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.15,1790.15,0,61–72 mo,Low,0,1760.5,Retained
6574-MCOEH,Female,0,1,1,33,1,1,DSL,0,0,1,1,1,1,One year,1,Electronic check,79.15,2531.4,0,25–36 mo,High,4,2611.9500000000003,Retained
7399-QHBJS,Female,0,1,1,72,1,1,DSL,1,1,0,1,0,0,Two year,0,Credit card (automatic),66.75,4760.3,0,61–72 mo,High,3,4806.0,Retained
3049-SOLAY,Female,0,1,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.2,292.85,1,0–12 mo,Premium,2,285.6,Churned
0997-YTLNY,Female,0,0,1,19,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,48.8,953.65,0,13–24 mo,Medium,1,927.1999999999999,Retained
3317-HRTNN,Female,1,0,0,5,0,0,DSL,0,0,0,0,1,1,Month-to-month,0,Electronic check,45.7,198.0,1,0–12 mo,Medium,2,228.5,Churned
9479-HYNYL,Female,0,1,0,71,1,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),80.7,5705.05,0,61–72 mo,High,5,5729.7,Retained
3235-ETOOB,Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.5,609.9,1,0–12 mo,High,1,596.0,Churned
9708-KFDBY,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.55,20.55,0,0–12 mo,Low,0,20.55,Retained
8058-INTPH,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.65,79.65,1,0–12 mo,High,1,79.65,Churned
3642-GKTCT,Female,0,0,0,61,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Mailed check,115.1,6993.65,0,61–72 mo,Premium,6,7021.099999999999,Retained
0774-RMNUW,Female,0,1,1,71,0,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),59.7,4122.65,0,61–72 mo,Medium,5,4238.7,Retained
1334-PDUKM,Female,0,1,0,68,1,1,Fiber optic,0,1,1,0,0,0,One year,0,Credit card (automatic),86.45,5762.95,0,61–72 mo,High,2,5878.6,Retained
0756-MPZRL,Male,0,0,0,46,0,0,DSL,0,0,1,1,0,0,One year,0,Credit card (automatic),33.7,1537.85,0,37–48 mo,Low,2,1550.2,Retained
2242-MFOTG,Male,0,0,0,33,1,1,Fiber optic,1,0,0,0,0,0,One year,0,Bank transfer (automatic),80.1,2603.3,0,25–36 mo,High,1,2643.2999999999997,Retained
2927-CVULT,Female,0,1,1,53,1,1,Fiber optic,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),104.05,5566.4,0,49–60 mo,Premium,5,5514.65,Retained
2144-BFDSO,Female,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Bank transfer (automatic),108.75,5431.9,0,49–60 mo,Premium,5,5437.5,Retained
8745-PVESG,Female,0,0,0,57,0,0,DSL,1,0,1,1,0,0,One year,1,Credit card (automatic),41.1,2258.25,0,49–60 mo,Medium,3,2342.7000000000003,Retained
7647-GYYKX,Female,0,1,1,54,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.35,1092.35,0,49–60 mo,Low,0,1098.9,Retained
5647-FXOTP,Female,1,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,6401.25,0,49–60 mo,Premium,4,6354.0,Retained
5569-OUICF,Female,1,1,0,28,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),101.3,2812.2,1,25–36 mo,Premium,3,2836.4,Churned
8821-XNHVZ,Female,0,1,1,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,80.05,80.05,1,0–12 mo,High,1,80.05,Churned
2082-OJVTK,Male,0,1,1,29,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.2,2698.35,1,25–36 mo,High,2,2586.8,Churned
9700-ISPUP,Female,0,1,1,10,1,0,DSL,0,1,0,1,0,1,Month-to-month,1,Electronic check,65.5,616.9,0,0–12 mo,High,3,655.0,Retained
9839-ETQOE,Male,0,0,1,43,0,0,DSL,1,1,1,0,0,0,Month-to-month,1,Electronic check,40.45,1912.85,0,37–48 mo,Medium,3,1739.3500000000001,Retained
6078-VESFR,Male,1,1,0,13,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.45,849.1,0,13–24 mo,High,0,915.85,Retained
9027-TMATR,Female,0,1,0,43,1,0,DSL,1,0,1,1,1,1,Two year,1,Electronic check,78.8,3460.3,0,37–48 mo,High,5,3388.4,Retained
5940-NFXKV,Male,0,1,1,19,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,83.65,1465.75,1,13–24 mo,High,1,1589.3500000000001,Churned
1941-HOSAM,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.1,90.1,0,0–12 mo,High,2,90.1,Retained
9110-HSGTV,Female,0,0,0,69,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),82.45,5555.3,0,61–72 mo,High,5,5689.05,Retained
0704-VCUMB,Female,0,1,0,61,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1278.8,0,61–72 mo,Low,0,1235.25,Retained
6171-ZTVYB,Male,0,1,0,43,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),66.25,2907.35,0,37–48 mo,High,3,2848.75,Retained
8053-WWDRO,Female,0,1,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,146.3,1,0–12 mo,Low,0,117.0,Churned
9564-KCLHR,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,51.25,51.25,1,0–12 mo,Medium,1,51.25,Churned
1935-IMVBB,Male,0,1,0,56,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,89.7,4952.95,0,49–60 mo,High,2,5023.2,Retained
2535-PBCGC,Female,0,1,0,70,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.55,4504.9,0,61–72 mo,Medium,6,4518.5,Retained
2082-CEFLT,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.6,45.6,1,0–12 mo,Medium,0,45.6,Churned
1470-PSXNM,Male,0,1,1,49,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Electronic check,93.65,4520.15,0,49–60 mo,High,3,4588.85,Retained
1213-NGCUN,Female,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),49.65,267.35,1,0–12 mo,Medium,1,297.9,Churned
2498-XLDZR,Female,0,1,1,32,1,0,DSL,1,1,1,1,0,1,Two year,0,Mailed check,73.6,2316.85,0,25–36 mo,High,5,2355.2,Retained
9866-OCCKE,Female,1,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Mailed check,109.75,8075.35,0,61–72 mo,Premium,5,7902.0,Retained
5338-YHWYT,Male,0,0,1,37,1,0,DSL,1,1,0,1,0,0,Two year,0,Credit card (automatic),61.45,2302.35,0,37–48 mo,Medium,3,2273.65,Retained
7718-UPSKJ,Female,0,1,0,69,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),106.4,7251.9,0,61–72 mo,Premium,5,7341.6,Retained
8731-WBBMB,Female,0,1,0,26,1,0,DSL,0,1,1,1,1,1,Month-to-month,0,Bank transfer (automatic),81.9,2078.55,0,25–36 mo,High,5,2129.4,Retained
1448-CYWKC,Female,0,1,1,58,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),105.2,6225.4,0,49–60 mo,Premium,4,6101.6,Retained
7901-IIDQV,Male,0,0,0,24,1,1,DSL,0,0,0,1,0,0,One year,0,Bank transfer (automatic),54.6,1242.25,0,13–24 mo,Medium,1,1310.4,Retained
2690-DVRVK,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.55,99.45,0,0–12 mo,Low,0,102.75,Retained
5688-KZTSN,Male,0,1,1,15,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.0,288.05,1,13–24 mo,Low,0,300.0,Churned
1270-XKUCC,Female,0,1,1,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.7,599.25,0,25–36 mo,Low,0,591.0,Retained
0334-ZFJSR,Female,0,1,0,55,1,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),66.05,3462.1,0,49–60 mo,High,3,3632.75,Retained
2894-QOJRX,Female,0,1,0,25,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),34.0,853.0,1,25–36 mo,Low,1,850.0,Churned
5747-PMBSQ,Male,1,1,0,10,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,92.5,934.1,1,0–12 mo,High,4,925.0,Churned
5583-EJXRD,Male,0,1,1,44,0,0,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),54.05,2375.2,0,37–48 mo,Medium,5,2378.2,Retained
4565-EVZMJ,Female,0,0,0,47,1,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,58.9,2813.05,0,37–48 mo,Medium,3,2768.2999999999997,Retained
3143-JQEGI,Female,0,1,1,13,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,88.35,1222.8,1,13–24 mo,High,2,1148.55,Churned
6386-SZZKH,Female,0,1,1,49,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),107.95,5293.2,1,49–60 mo,Premium,5,5289.55,Churned
3327-YBAKM,Female,0,1,0,64,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Mailed check,96.9,6314.35,0,61–72 mo,Premium,4,6201.6,Retained
9441-QHEVC,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.1,19.1,0,0–12 mo,Low,0,19.1,Retained
6705-LNMDD,Male,0,0,0,20,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.0,1003.05,0,13–24 mo,Medium,1,1000.0,Retained
2580-ASVVY,Female,0,1,0,37,0,0,DSL,1,0,0,1,1,0,Two year,0,Electronic check,45.4,1593.1,0,37–48 mo,Medium,3,1679.8,Retained
3370-GQEAL,Male,0,1,1,30,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,85.45,2509.95,0,25–36 mo,High,1,2563.5,Retained
5032-USPKF,Female,0,0,0,38,1,1,DSL,1,1,1,0,1,1,One year,0,Bank transfer (automatic),84.1,3187.65,0,37–48 mo,High,5,3195.7999999999997,Retained
2982-IHMFT,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,74.45,1,0–12 mo,High,0,74.45,Churned
3521-SYVOR,Female,0,0,0,37,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,64.75,2345.2,1,37–48 mo,Medium,2,2395.75,Churned
4254-QPEDE,Female,0,1,0,52,0,0,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),66.25,3330.1,0,49–60 mo,High,6,3445.0,Retained
6283-GITPX,Male,0,0,1,71,1,0,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),76.9,5522.7,0,61–72 mo,High,5,5459.900000000001,Retained
9526-JAWYF,Male,0,0,0,26,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Electronic check,89.8,2335.3,1,25–36 mo,High,3,2334.7999999999997,Churned
0771-CHWSK,Male,0,0,0,66,1,1,DSL,1,1,1,0,0,1,Two year,1,Credit card (automatic),74.6,4798.4,0,61–72 mo,High,4,4923.599999999999,Retained
9788-HNGUT,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),116.95,8594.4,0,61–72 mo,Premium,6,8420.4,Retained
9495-REDIY,Male,0,0,1,25,0,0,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),40.65,970.55,0,25–36 mo,Medium,2,1016.25,Retained
5375-XLDOF,Male,0,1,1,69,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.35,7665.8,0,61–72 mo,Premium,6,7890.15,Retained
1172-VIYBP,Male,0,1,1,53,1,1,DSL,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),69.7,3686.05,0,49–60 mo,High,3,3694.1000000000004,Retained
5649-VUKMC,Female,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,One year,0,Mailed check,95.5,1115.15,1,0–12 mo,Premium,3,1146.0,Churned
6559-PDZLR,Male,0,0,0,26,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.65,2537.0,0,25–36 mo,Premium,4,2564.9,Retained
8992-OBVDG,Male,0,0,0,21,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Mailed check,61.65,1393.6,0,13–24 mo,Medium,2,1294.6499999999999,Retained
4273-MBHYA,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,89.35,0,0–12 mo,High,2,89.35,Retained
4724-WXVWF,Male,0,0,0,48,1,1,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,95.4,4445.3,0,37–48 mo,Premium,3,4579.200000000001,Retained
5701-GUXDC,Female,0,1,0,26,0,0,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,978.6,0,25–36 mo,Medium,2,920.4,Retained
1460-UZPRJ,Male,0,1,0,60,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.95,1258.15,0,49–60 mo,Low,0,1197.0,Retained
6082-GLJIX,Male,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.25,331.35,0,13–24 mo,Low,0,346.5,Retained
5143-EGQFK,Female,1,0,0,10,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,29.65,291.4,1,0–12 mo,Low,1,296.5,Churned
4919-IKATY,Male,0,1,1,5,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.5,453.75,1,0–12 mo,High,2,422.5,Churned
2495-TTHBQ,Female,0,0,1,4,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.4,84.75,0,0–12 mo,Low,0,81.6,Retained
0485-ZBSLN,Male,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.75,1715.1,0,61–72 mo,Low,0,1608.75,Retained
3810-PJUHR,Male,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.35,1715.15,0,61–72 mo,Low,0,1774.5,Retained
9050-QLROH,Male,0,0,0,18,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.7,1597.25,1,13–24 mo,High,2,1632.6000000000001,Churned
0847-HGRML,Male,0,0,1,62,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.0,1250.1,0,61–72 mo,Low,0,1240.0,Retained
8232-CTLKO,Female,0,1,1,66,1,0,DSL,1,0,0,0,1,0,Two year,1,Electronic check,59.75,3996.8,0,61–72 mo,Medium,2,3943.5,Retained
9227-YBAXE,Female,0,1,1,65,1,1,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),82.5,5215.1,0,61–72 mo,High,5,5362.5,Retained
6168-WFVVF,Female,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,235.5,1,0–12 mo,High,0,210.89999999999998,Churned
9860-LISIZ,Female,0,0,0,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,673.2,0,25–36 mo,Low,0,691.9000000000001,Retained
0112-QAWRZ,Male,0,1,1,16,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),90.8,1442.2,0,13–24 mo,High,2,1452.8,Retained
0877-SDMBN,Female,0,0,0,54,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),103.95,5639.05,1,49–60 mo,Premium,4,5613.3,Churned
2786-GCDPI,Female,1,0,0,50,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.95,5222.35,0,49–60 mo,Premium,4,5247.5,Retained
4043-MKDTV,Male,0,1,0,71,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.25,7291.75,0,61–72 mo,Premium,5,7472.75,Retained
8065-YKXKD,Female,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.75,799.65,1,0–12 mo,High,0,747.5,Churned
9637-EIHEQ,Female,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,50.8,50.8,1,0–12 mo,Medium,1,50.8,Churned
9229-RQABD,Male,0,0,0,18,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,23.75,424.5,0,13–24 mo,Low,0,427.5,Retained
8313-KTIHG,Male,0,0,0,4,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,61.3,249.4,0,0–12 mo,Medium,2,245.2,Retained
5320-BRKGK,Female,0,1,1,58,1,1,DSL,1,0,1,1,1,0,Two year,0,Mailed check,75.8,4415.75,0,49–60 mo,High,4,4396.4,Retained
6284-KMNUF,Female,0,1,0,56,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,98.0,5270.6,0,49–60 mo,Premium,3,5488.0,Retained
9689-PTNPG,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.25,144.55,1,0–12 mo,High,1,160.5,Churned
9465-RWMXL,Male,0,1,0,32,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.9,2447.95,1,25–36 mo,High,1,2524.8,Churned
6229-UOLQL,Male,0,1,1,56,0,0,DSL,1,1,0,1,1,0,One year,1,Mailed check,52.0,2884.9,0,49–60 mo,Medium,4,2912.0,Retained
2362-IBOOY,Male,0,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.75,3050.15,1,25–36 mo,High,1,3051.0,Churned
3137-LUPIX,Female,0,0,0,4,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,64.4,253.0,0,0–12 mo,Medium,2,257.6,Retained
0843-WTBXE,Male,0,0,0,53,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),85.45,4517.25,1,49–60 mo,High,1,4528.85,Churned
